filename,prob
00207.jpg,0.95151377
00208.jpg,0.93376744
00209.jpg,0.9599715
00210.jpg,0.9744849
00211.jpg,0.9039158
00212.jpg,0.9696409
00213.jpg,0.959962
00214.jpg,0.93802005
00215.jpg,0.95484716
00216.jpg,0.9544771
00217.jpg,0.9789373
00218.jpg,0.93960506
00219.jpg,0.93195605
00220.jpg,0.94403464
00221.jpg,0.94048935
00222.jpg,0.94565666
00223.jpg,0.9287524
00224.jpg,0.9364537
00225.jpg,0.94947845
00226.jpg,0.9415949
00227.jpg,0.92929435
00228.jpg,0.959591
00229.jpg,0.97178644
00230.jpg,0.9701329
00231.jpg,0.92694
00232.jpg,0.96973914
00233.jpg,0.9381306
00234.jpg,0.9766728
00235.jpg,0.9691955
00236.jpg,0.97203684
00237.jpg,0.84821707
00238.jpg,0.96419495
00239.jpg,0.91741353
00240.jpg,0.91888505
00241.jpg,0.92923194
00242.jpg,0.9353306
00243.jpg,0.9649698
00244.jpg,0.94665945
00245.jpg,0.8974463
00246.jpg,0.9513193
00247.jpg,0.9131557
00248.jpg,0.98103493
00249.jpg,0.9694657
00250.jpg,0.937454
00251.jpg,0.8937641
00252.jpg,0.94977355
00253.jpg,0.9365348
00254.jpg,0.9500827
00255.jpg,0.95300853
00256.jpg,0.92291266
00257.jpg,0.9303813
00258.jpg,0.92615026
00259.jpg,0.9601449
00260.jpg,0.90761626
00261.jpg,0.92193466
00262.jpg,0.9435354
00263.jpg,0.913335
00264.jpg,0.93781114
00265.jpg,0.9535455
00266.jpg,0.91363984
00267.jpg,0.946036
00268.jpg,0.94869715
00269.jpg,0.9780383
00270.jpg,0.9364285
00271.jpg,0.95119137
00272.jpg,0.97779936
00273.jpg,0.9428183
00274.jpg,0.9078705
00275.jpg,0.9611076
00276.jpg,0.9405254
00277.jpg,0.81069344
00278.jpg,0.9644314
00279.jpg,0.9215168
00280.jpg,0.94841015
00281.jpg,0.9627946
00282.jpg,0.97812074
00283.jpg,0.8451657
00284.jpg,0.949595
00285.jpg,0.9428019
00286.jpg,0.9663353
00287.jpg,0.94757015
00288.jpg,0.9610765
00289.jpg,0.9210912
00290.jpg,0.9547556
00291.jpg,0.9626533
00292.jpg,0.9714945
00293.jpg,0.94653803
00294.jpg,0.96810013
00295.jpg,0.92965645
00296.jpg,0.95652276
00297.jpg,0.9358586
00298.jpg,0.8122857
00299.jpg,0.949245
00300.jpg,0.8528123
00301.jpg,0.86849993
00302.jpg,0.9318641
00303.jpg,0.9546296
00304.jpg,0.85930854
00305.jpg,0.92916167
00306.jpg,0.9591678
00307.jpg,0.95293176
00308.jpg,0.9334483
00309.jpg,0.9482589
00310.jpg,0.9103195
00311.jpg,0.95741665
00312.jpg,0.9352167
00313.jpg,0.8936289
00314.jpg,0.958595
00315.jpg,0.9536315
00316.jpg,0.90081644
00317.jpg,0.9415886
00318.jpg,0.9555307
00319.jpg,0.91530496
00320.jpg,0.92565674
00321.jpg,0.93502027
00322.jpg,0.9665773
00323.jpg,0.9164995
00324.jpg,0.9469551
00325.jpg,0.9241408
00326.jpg,0.8501104
00327.jpg,0.9535297
00328.jpg,0.9496533
00329.jpg,0.9689255
00330.jpg,0.94681835
00331.jpg,0.93692476
00332.jpg,0.9608709
00333.jpg,0.9590853
00334.jpg,0.9568232
00335.jpg,0.9179493
00336.jpg,0.97042567
00337.jpg,0.9634353
00338.jpg,0.96833616
00339.jpg,0.9634197
00340.jpg,0.9389224
00341.jpg,0.97322345
00342.jpg,0.9590077
00343.jpg,0.9363279
00344.jpg,0.900825
00345.jpg,0.96365565
00346.jpg,0.9275625
00347.jpg,0.9686161
00348.jpg,0.9453215
00349.jpg,0.9475896
00350.jpg,0.9551669
00351.jpg,0.93638045
00352.jpg,0.9133252
00353.jpg,0.95389384
00354.jpg,0.69328475
00355.jpg,0.94778585
00356.jpg,0.9273871
00357.jpg,0.9257264
00358.jpg,0.9127619
00359.jpg,0.9078535
00360.jpg,0.9483321
00361.jpg,0.9301564
00362.jpg,0.95803773
00363.jpg,0.9578547
00364.jpg,0.9321009
00365.jpg,0.9208812
00366.jpg,0.9707733
00367.jpg,0.97153634
00368.jpg,0.97852474
00369.jpg,0.8053975
00370.jpg,0.9709316
00371.jpg,0.97673833
00372.jpg,0.95838916
00373.jpg,0.5529324
00374.jpg,0.9275876
00375.jpg,0.9096307
00376.jpg,0.9591035
00377.jpg,0.93954
00378.jpg,0.9378327
00379.jpg,0.93260807
00380.jpg,0.78776443
00381.jpg,0.9483335
00382.jpg,0.98115367
00383.jpg,0.9364492
00384.jpg,0.9361945
00385.jpg,0.9467305
00386.jpg,0.89260393
00387.jpg,0.9029701
00388.jpg,0.9501589
00389.jpg,0.95958483
00390.jpg,0.9704302
00391.jpg,0.9692527
00392.jpg,0.9475133
00393.jpg,0.96161795
00394.jpg,0.942097
00395.jpg,0.9510581
00396.jpg,0.94582295
00397.jpg,0.9509288
00398.jpg,0.9472719
00399.jpg,0.9442514
00400.jpg,0.9231474
00401.jpg,0.96647435
00402.jpg,0.969619
00403.jpg,0.8863911
00404.jpg,0.95182866
00405.jpg,0.9645717
00406.jpg,0.96584266
00407.jpg,0.93355024
00408.jpg,0.9591883
00409.jpg,0.9579841
00410.jpg,0.8917704
00411.jpg,0.9242147
00412.jpg,0.95105356
00413.jpg,0.91303056
00414.jpg,0.9271564
00415.jpg,0.940061
00416.jpg,0.94421107
00417.jpg,0.9599469
00418.jpg,0.94633055
00419.jpg,0.7988321
00420.jpg,0.9126112
00421.jpg,0.9687167
00422.jpg,0.9050675
00423.jpg,0.951839
00424.jpg,0.89473677
00425.jpg,0.96258295
00426.jpg,0.74536204
00427.jpg,0.93583024
00428.jpg,0.97115433
00429.jpg,0.96892625
00430.jpg,0.9550055
00431.jpg,0.96118206
00432.jpg,0.9837136
00433.jpg,0.9367331
00434.jpg,0.9377521
00435.jpg,0.95984375
00436.jpg,0.9480712
00437.jpg,0.9214515
00438.jpg,0.96538305
00439.jpg,0.941554
00440.jpg,0.9249362
00441.jpg,0.94256806
00442.jpg,0.94660544
00443.jpg,0.95761424
00444.jpg,0.958669
00445.jpg,0.9702162
00446.jpg,0.9023959
00447.jpg,0.9431447
00448.jpg,0.9500186
00449.jpg,0.91706586
00450.jpg,0.9074592
00451.jpg,0.8873562
00452.jpg,0.9118801
00453.jpg,0.90269446
00454.jpg,0.9014992
00455.jpg,0.95401454
00456.jpg,0.9177702
00457.jpg,0.90893316
00458.jpg,0.82354313
00459.jpg,0.9149911
00460.jpg,0.9538759
00461.jpg,0.9521892
00462.jpg,0.9205618
00463.jpg,0.8620087
00464.jpg,0.9797935
00465.jpg,0.965097
00466.jpg,0.96872634
00467.jpg,0.96005934
00468.jpg,0.8930848
00469.jpg,0.95507085
00470.jpg,0.92085606
00471.jpg,0.91259074
00472.jpg,0.9569136
00473.jpg,0.9756173
00474.jpg,0.9639964
00475.jpg,0.9521635
00476.jpg,0.94106054
00477.jpg,0.97254014
00478.jpg,0.95225567
00479.jpg,0.973571
00480.jpg,0.89531314
00481.jpg,0.9324903
00482.jpg,0.9196614
00483.jpg,0.9180837
00484.jpg,0.63294387
00485.jpg,0.9522264
00486.jpg,0.81092745
00487.jpg,0.93271154
00488.jpg,0.96047664
00489.jpg,0.96450114
00490.jpg,0.92533237
00491.jpg,0.9640172
00492.jpg,0.9569636
00493.jpg,0.9630815
00494.jpg,0.95659345
00495.jpg,0.9428025
00496.jpg,0.96299475
00497.jpg,0.9472
00498.jpg,0.95628744
00499.jpg,0.9458493
00500.jpg,0.9299676
00501.jpg,0.96429825
00502.jpg,0.9343159
00503.jpg,0.956569
00504.jpg,0.9351907
00505.jpg,0.8969127
00506.jpg,0.96054053
00507.jpg,0.9143516
00508.jpg,0.9647387
00509.jpg,0.927227
00510.jpg,0.9471336
00511.jpg,0.9338394
00512.jpg,0.9293802
00513.jpg,0.9504842
00514.jpg,0.95205706
00515.jpg,0.93519056
00516.jpg,0.95768094
00517.jpg,0.97135544
00518.jpg,0.95886976
00519.jpg,0.9554578
00520.jpg,0.96834767
00521.jpg,0.96412385
00522.jpg,0.9582931
00523.jpg,0.973911
00524.jpg,0.9443872
00525.jpg,0.93712324
00526.jpg,0.95887023
00527.jpg,0.94685984
00528.jpg,0.9510525
00529.jpg,0.9188582
00530.jpg,0.96882576
00531.jpg,0.97637457
00532.jpg,0.9513636
00533.jpg,0.9092972
00534.jpg,0.97042185
00535.jpg,0.94631946
00536.jpg,0.9386966
00537.jpg,0.95869344
00538.jpg,0.94088405
00539.jpg,0.92770076
00540.jpg,0.96755564
00541.jpg,0.7238104
00542.jpg,0.8680346
00543.jpg,0.8831978
00544.jpg,0.95328176
00545.jpg,0.96613353
00546.jpg,0.95122296
00547.jpg,0.9634664
00548.jpg,0.89133304
00549.jpg,0.84182096
00550.jpg,0.9500088
00551.jpg,0.9380543
00552.jpg,0.8023653
00553.jpg,0.92731804
00554.jpg,0.9204561
00555.jpg,0.9711161
00556.jpg,0.94332904
00557.jpg,0.97677875
00558.jpg,0.8855773
00559.jpg,0.8753663
00560.jpg,0.9599905
00561.jpg,0.9016316
00562.jpg,0.96171963
00563.jpg,0.94230825
00564.jpg,0.89365774
00565.jpg,0.7715212
00566.jpg,0.6059474
00567.jpg,0.92585546
00568.jpg,0.9538256
00569.jpg,0.9283567
00570.jpg,0.9315433
00571.jpg,0.9417184
00572.jpg,0.8745084
00573.jpg,0.6452824
00574.jpg,0.98055524
00575.jpg,0.9495448
00576.jpg,0.9368538
00577.jpg,0.94782346
00578.jpg,0.93523914
00579.jpg,0.94002813
00580.jpg,0.9420933
00581.jpg,0.954016
00582.jpg,0.9502051
00583.jpg,0.7462124
00584.jpg,0.9579744
00585.jpg,0.94173205
00586.jpg,0.94711596
00587.jpg,0.9614198
00588.jpg,0.947281
00589.jpg,0.8961538
00590.jpg,0.92625725
00591.jpg,0.9270499
00592.jpg,0.93761134
00593.jpg,0.9252566
00594.jpg,0.9114345
00595.jpg,0.9807788
00596.jpg,0.9356474
00597.jpg,0.890783
00598.jpg,0.9589182
00599.jpg,0.924738
00600.jpg,0.9079427
00601.jpg,0.9637969
00602.jpg,0.9649214
00603.jpg,0.9588236
00604.jpg,0.9719158
00605.jpg,0.94258165
00606.jpg,0.9687197
00607.jpg,0.9416651
00608.jpg,0.94360226
00609.jpg,0.9334848
00610.jpg,0.93667537
00611.jpg,0.9399963
00612.jpg,0.93463427
00613.jpg,0.9599136
00614.jpg,0.94806415
00615.jpg,0.9136464
00616.jpg,0.9782081
00617.jpg,0.92463595
00618.jpg,0.89767647
00619.jpg,0.9819074
00620.jpg,0.8382642
00621.jpg,0.93882394
00622.jpg,0.9556265
00623.jpg,0.9486433
00624.jpg,0.98249316
00625.jpg,0.9273978
00626.jpg,0.96412504
00627.jpg,0.68344027
00628.jpg,0.9251164
00629.jpg,0.9202286
00630.jpg,0.9491283
00631.jpg,0.96550703
00632.jpg,0.9578208
00633.jpg,0.9461474
00634.jpg,0.9096583
00635.jpg,0.94853455
00636.jpg,0.9716294
00637.jpg,0.96147984
00638.jpg,0.9503305
00639.jpg,0.9541456
00640.jpg,0.9188338
00641.jpg,0.9641573
00642.jpg,0.9550823
00643.jpg,0.87694997
00644.jpg,0.9216461
00645.jpg,0.8919588
00646.jpg,0.919509
00647.jpg,0.92925406
00648.jpg,0.8759376
00649.jpg,0.96075517
00650.jpg,0.94151175
00651.jpg,0.89804924
00652.jpg,0.9553222
00653.jpg,0.95413846
00654.jpg,0.9379066
00655.jpg,0.97244376
00656.jpg,0.9635443
00657.jpg,0.9360644
00658.jpg,0.9411165
00659.jpg,0.95147544
00660.jpg,0.98794866
00661.jpg,0.9338662
00662.jpg,0.9834183
00663.jpg,0.9492518
00664.jpg,0.6306658
00665.jpg,0.9300752
00666.jpg,0.9721043
00667.jpg,0.9504108
00668.jpg,0.9767072
00669.jpg,0.9737907
00670.jpg,0.8762466
00671.jpg,0.9326755
00672.jpg,0.944202
00673.jpg,0.95180535
00674.jpg,0.93339264
00675.jpg,0.82830465
00676.jpg,0.84259367
00677.jpg,0.9465831
00678.jpg,0.9490604
00679.jpg,0.8586091
00680.jpg,0.96244895
00681.jpg,0.94106245
00682.jpg,0.95531285
00683.jpg,0.84259367
00684.jpg,0.907996
00685.jpg,0.9426381
00686.jpg,0.94897985
00687.jpg,0.9514086
00688.jpg,0.9535052
00689.jpg,0.9650243
00690.jpg,0.9439806
00691.jpg,0.98253673
00692.jpg,0.9664165
00693.jpg,0.95518017
00694.jpg,0.96396494
00695.jpg,0.96313685
00696.jpg,0.95391095
00697.jpg,0.91126066
00698.jpg,0.9617335
00699.jpg,0.94633836
00700.jpg,0.9279992
00701.jpg,0.9455669
00702.jpg,0.9659434
00703.jpg,0.9638201
00704.jpg,0.9485813
00705.jpg,0.9591556
00706.jpg,0.96647894
00707.jpg,0.96181464
00708.jpg,0.96479166
00709.jpg,0.8849116
00710.jpg,0.94563967
00711.jpg,0.9464277
00712.jpg,0.9394813
00713.jpg,0.96243006
00714.jpg,0.95543754
00715.jpg,0.9490056
00716.jpg,0.95309937
00717.jpg,0.9276344
00718.jpg,0.90464944
00719.jpg,0.95108825
00720.jpg,0.9616139
00721.jpg,0.9438567
00722.jpg,0.93085414
00723.jpg,0.8749662
00724.jpg,0.9537528
00725.jpg,0.93927217
00726.jpg,0.96841854
00727.jpg,0.91889024
00728.jpg,0.9067735
00729.jpg,0.956078
00730.jpg,0.927289
00731.jpg,0.95591074
00732.jpg,0.9614218
00733.jpg,0.958112
00734.jpg,0.95401585
00735.jpg,0.9629069
00736.jpg,0.5788824
00737.jpg,0.9695389
00738.jpg,0.9532925
00739.jpg,0.7394213
00740.jpg,0.9419338
00741.jpg,0.8292974
00742.jpg,0.9554349
00743.jpg,0.92367953
00744.jpg,0.93406385
00745.jpg,0.95439
00746.jpg,0.9624662
00747.jpg,0.8739928
00748.jpg,0.94391227
00749.jpg,0.94411945
00750.jpg,0.63728416
00751.jpg,0.72365266
00752.jpg,0.9548943
00753.jpg,0.9696629
00754.jpg,0.9548377
00755.jpg,0.9022594
00756.jpg,0.9629707
00757.jpg,0.9736683
00758.jpg,0.97190046
00759.jpg,0.9758036
00760.jpg,0.92690533
00761.jpg,0.5991285
00762.jpg,0.92366225
00763.jpg,0.9797706
00764.jpg,0.97580576
00765.jpg,0.9812431
00766.jpg,0.7739927
00767.jpg,0.85396296
00768.jpg,0.9268585
00769.jpg,0.96071345
00770.jpg,0.9485952
00771.jpg,0.9509967
00772.jpg,0.94619304
00773.jpg,0.94071174
00774.jpg,0.95424885
00775.jpg,0.930802
00776.jpg,0.9596486
00777.jpg,0.94412214
00778.jpg,0.9068544
00779.jpg,0.8874888
00780.jpg,0.93590844
00781.jpg,0.8220487
00782.jpg,0.9566292
00783.jpg,0.97545093
00784.jpg,0.91531795
00785.jpg,0.9710863
00786.jpg,0.83544225
00787.jpg,0.9409475
00788.jpg,0.9601021
00789.jpg,0.94979495
00790.jpg,0.9403203
00791.jpg,0.9560626
00792.jpg,0.9410333
00793.jpg,0.915421
00794.jpg,0.92847633
00795.jpg,0.91442835
00796.jpg,0.96945906
00797.jpg,0.9557171
00798.jpg,0.9205646
00799.jpg,0.9149742
00800.jpg,0.9417217
00801.jpg,0.94327056
00802.jpg,0.95072705
00803.jpg,0.52572685
00804.jpg,0.9317304
00805.jpg,0.88088614
00806.jpg,0.95127463
00807.jpg,0.9532353
00808.jpg,0.88279986
00809.jpg,0.95742214
00810.jpg,0.560981
00811.jpg,0.9138109
00812.jpg,0.71314526
00813.jpg,0.9608662
00814.jpg,0.93478686
00815.jpg,0.9391437
00816.jpg,0.9251459
00817.jpg,0.9356179
00818.jpg,0.9675751
00819.jpg,0.9507473
00820.jpg,0.95150024
00821.jpg,0.9122404
00822.jpg,0.949773
00823.jpg,0.9103153
00824.jpg,0.9487533
00825.jpg,0.9220678
00826.jpg,0.94239026
00827.jpg,0.95169735
00828.jpg,0.9401912
00829.jpg,0.92263466
00830.jpg,0.95067585
00831.jpg,0.96214926
00832.jpg,0.9526169
00833.jpg,0.9578686
00834.jpg,0.9372938
00835.jpg,0.9179246
00836.jpg,0.95210546
00837.jpg,0.96536034
00838.jpg,0.92380685
00839.jpg,0.9383722
00840.jpg,0.9271203
00841.jpg,0.961685
00842.jpg,0.9495148
00843.jpg,0.9735343
00844.jpg,0.94316113
00845.jpg,0.9545834
00846.jpg,0.95802534
00847.jpg,0.95063937
00848.jpg,0.94102263
00849.jpg,0.8862251
00850.jpg,0.92053986
00851.jpg,0.85819614
00852.jpg,0.94397485
00853.jpg,0.9591671
00854.jpg,0.971264
00855.jpg,0.8836011
00856.jpg,0.9515186
00857.jpg,0.9612071
00858.jpg,0.963216
00859.jpg,0.9343433
00860.jpg,0.9395788
00861.jpg,0.88924485
00862.jpg,0.8993876
00863.jpg,0.9553347
00864.jpg,0.9041078
00865.jpg,0.846681
00866.jpg,0.9186449
00867.jpg,0.9304037
00868.jpg,0.973583
00869.jpg,0.9691505
00870.jpg,0.9606082
00871.jpg,0.89763093
00872.jpg,0.9334021
00873.jpg,0.95710534
00874.jpg,0.9568764
00875.jpg,0.9463003
00876.jpg,0.9297912
00877.jpg,0.8775329
00878.jpg,0.95110834
00879.jpg,0.9514668
00880.jpg,0.96031195
00881.jpg,0.9568207
00882.jpg,0.9159506
00883.jpg,0.9631376
00884.jpg,0.96433485
00885.jpg,0.9571928
00886.jpg,0.9547449
00887.jpg,0.89552486
00888.jpg,0.9684125
00889.jpg,0.96848977
00890.jpg,0.929301
00891.jpg,0.9251634
00892.jpg,0.95927143
00893.jpg,0.9593102
00894.jpg,0.9512712
00895.jpg,0.919524
00896.jpg,0.960909
00897.jpg,0.9550367
00898.jpg,0.96180046
00899.jpg,0.94710344
00900.jpg,0.93882775
00901.jpg,0.9419381
00902.jpg,0.9610448
00903.jpg,0.9485736
00904.jpg,0.95614564
00905.jpg,0.9516529
00906.jpg,0.9522174
00907.jpg,0.9516554
00908.jpg,0.96806616
00909.jpg,0.9289126
00910.jpg,0.93905246
00911.jpg,0.94201905
00912.jpg,0.92358565
00913.jpg,0.9411845
00914.jpg,0.96687675
00915.jpg,0.9066582
00916.jpg,0.9190978
00917.jpg,0.62891495
00918.jpg,0.94188166
00919.jpg,0.9626206
00920.jpg,0.9535246
00921.jpg,0.97929335
00922.jpg,0.9325587
00923.jpg,0.95078063
00924.jpg,0.9847994
00925.jpg,0.96448076
00926.jpg,0.96246475
00927.jpg,0.9705631
00928.jpg,0.96489143
00929.jpg,0.846529
00930.jpg,0.9034201
00931.jpg,0.82968336
00932.jpg,0.8422346
00933.jpg,0.8243772
00934.jpg,0.8855729
00935.jpg,0.9163261
00936.jpg,0.9512813
00937.jpg,0.96298295
00938.jpg,0.9651168
00939.jpg,0.9323715
00940.jpg,0.9551942
00941.jpg,0.74965936
00942.jpg,0.96583366
00943.jpg,0.94807196
00944.jpg,0.95515674
00945.jpg,0.95857626
00946.jpg,0.9453432
00947.jpg,0.9470214
00948.jpg,0.9584538
00949.jpg,0.92078304
00950.jpg,0.9510144
00951.jpg,0.95547694
00952.jpg,0.95840013
00953.jpg,0.9247181
00954.jpg,0.9646418
00955.jpg,0.9095608
00956.jpg,0.9271187
00957.jpg,0.92569816
00958.jpg,0.94936824
00959.jpg,0.9637234
00960.jpg,0.9572611
00961.jpg,0.9547194
00962.jpg,0.9763866
00963.jpg,0.95354366
00964.jpg,0.9050076
00965.jpg,0.9406151
00966.jpg,0.94186896
00967.jpg,0.94145375
00968.jpg,0.9110389
00969.jpg,0.9384912
00970.jpg,0.9412052
00971.jpg,0.9491808
00972.jpg,0.9382212
00973.jpg,0.96687716
00974.jpg,0.9507537
00975.jpg,0.9745988
00976.jpg,0.9387706
00977.jpg,0.96400183
00978.jpg,0.969036
00979.jpg,0.89817435
00980.jpg,0.9655952
00981.jpg,0.98599225
00982.jpg,0.9508317
00983.jpg,0.96124685
00984.jpg,0.9691253
00985.jpg,0.9644518
00986.jpg,0.95504105
00987.jpg,0.9101681
00988.jpg,0.9538079
00989.jpg,0.97095776
00990.jpg,0.96974194
00991.jpg,0.9699612
00992.jpg,0.9727376
00993.jpg,0.8905947
00994.jpg,0.94295937
00995.jpg,0.9586149
00996.jpg,0.9221445
00997.jpg,0.9524556
00998.jpg,0.95195496
00999.jpg,0.9345415
01000.jpg,0.9821353
01001.jpg,0.9158363
01002.jpg,0.952449
01003.jpg,0.95912063
01004.jpg,0.82329786
01005.jpg,0.94058645
01006.jpg,0.9302353
01007.jpg,0.9383205
01008.jpg,0.9489647
01009.jpg,0.9357729
01010.jpg,0.9459144
01011.jpg,0.94234115
01012.jpg,0.9672729
01013.jpg,0.9622133
01014.jpg,0.97379553
01015.jpg,0.95972115
01016.jpg,0.93760246
01017.jpg,0.9547917
01018.jpg,0.9605992
01019.jpg,0.9360662
01020.jpg,0.962826
01021.jpg,0.9822578
01022.jpg,0.95100904
01023.jpg,0.9567953
01024.jpg,0.9365087
01025.jpg,0.95507556
01026.jpg,0.8947987
01027.jpg,0.96425915
01028.jpg,0.94641757
01029.jpg,0.95651513
01030.jpg,0.96569943
01031.jpg,0.92626923
01032.jpg,0.94673926
01033.jpg,0.95313674
01034.jpg,0.9546799
01035.jpg,0.9650934
01036.jpg,0.9491477
01037.jpg,0.940368
01038.jpg,0.9410785
01039.jpg,0.9308598
01040.jpg,0.96773505
01041.jpg,0.94505537
01042.jpg,0.9295191
01043.jpg,0.9848039
01044.jpg,0.97105473
01045.jpg,0.95706743
01046.jpg,0.97538143
01047.jpg,0.9652923
01048.jpg,0.9802397
01049.jpg,0.9616375
01050.jpg,0.9786968
01051.jpg,0.9626734
01052.jpg,0.9697142
01053.jpg,0.9677852
01054.jpg,0.9357672
01055.jpg,0.9702002
01056.jpg,0.98175216
01057.jpg,0.96761346
01058.jpg,0.92670184
01059.jpg,0.9373251
01060.jpg,0.9573187
01061.jpg,0.8633965
01062.jpg,0.810548
01063.jpg,0.9425423
01064.jpg,0.9399673
01065.jpg,0.9693675
01066.jpg,0.9684446
01067.jpg,0.9513591
01068.jpg,0.9728559
01069.jpg,0.952645
01070.jpg,0.9866523
01071.jpg,0.96904993
01072.jpg,0.9840236
01073.jpg,0.9553513
01074.jpg,0.94510674
01075.jpg,0.9415476
01076.jpg,0.9585725
01077.jpg,0.97538155
01078.jpg,0.7855783
01079.jpg,0.8877183
